"id_viaje","distancia_km","duracion_min","velocidad_kmh"
"5839","21.08","44","28.75"
"5840","25.35","59","25.78"
"5841","23.11","54","25.68"
"5842","32.73","51","38.51"
"5843","6.71","16","25.16"
"5844","16.62","32","31.16"
"5846","25.67","34","45.30"
"5847","4.70","8","35.25"
"5848","21.85","28","46.82"
"5849","22.04","29","45.60"
"5850","11.10","22","30.27"
"5851","25.85","58","26.74"
"5852","31.18","55","34.01"
"5853","15.34","32","28.76"
"5854","16.34","24","40.85"
"5855","34.25","43","47.79"
"5856","23.66","44","32.26"
"5857","30.54","48","38.18"
"5858","3.55","8","26.63"
"5859","44.27","55","48.29"
"5861","18.56","23","48.42"
"5862","22.39","49","27.42"
"5863","16.99","30","33.98"
"5864","25.58","38","40.39"
"5865","2.65","5","31.80"
"5868","4.61","6","46.10"
"5869","5.61","10","33.66"
"5870","18.32","40","27.48"
"5871","3.94","7","33.77"
"5872","27.56","42","39.37"
"5873","35.55","50","42.66"
"5874","27.44","36","45.73"
"5875","29.89","59","30.40"
"5876","20.15","26","46.50"
"5878","11.27","16","42.26"
"5879","18.75","29","38.79"
"5880","9.29","22","25.34"
"5881","14.13","32","26.49"
"5882","25.25","31","48.87"
"5883","27.74","36","46.23"
"5884","27.04","59","27.50"
"5885","35.34","59","35.94"
"5886","9.54","14","40.89"
"5887","34.96","43","48.78"
"5888","11.72","23","30.57"
"5889","40.22","58","41.61"
"5890","5.01","9","33.40"
"5891","13.54","20","40.62"
"5892","43.77","54","48.63"
"5893","12.29","28","26.34"
"5894","9.94","20","29.82"
"5895","21.20","39","32.62"
"5896","6.06","13","27.97"
"5897","8.40","15","33.60"
"5898","26.72","47","34.11"
"5899","17.21","30","34.42"
"5900","21.80","38","34.42"
"5901","22.63","41","33.12"
"5902","23.92","30","47.84"
"5903","24.66","36","41.10"
"5904","3.88","6","38.80"
"5905","29.01","50","34.81"
"5906","27.89","40","41.84"
"5907","17.15","22","46.77"
"5908","23.38","54","25.98"
"5909","22.81","28","48.88"
"5910","17.58","28","37.67"
"5911","9.82","21","28.06"
"5912","31.13","59","31.66"
"5913","29.75","55","32.45"
"5914","4.39","9","29.27"
"5915","32.81","40","49.22"
"5916","25.67","32","48.13"
"5917","25.15","51","29.59"
"5918","6.73","9","44.87"
"5919","8.35","11","45.55"
"5921","23.13","36","38.55"
"5922","3.17","5","38.04"
"5923","27.90","56","29.89"
"5924","3.84","5","46.08"
"5925","17.13","25","41.11"
"5926","25.23","54","28.03"
"5927","31.06","55","33.88"
"5928","21.39","42","30.56"
"5929","16.78","36","27.97"
"5930","27.19","50","32.63"
"5932","14.36","28","30.77"
"5933","16.09","33","29.25"
"5934","4.81","7","41.23"
"5936","46.39","56","49.70"
"5937","46.32","59","47.11"
"5938","15.02","20","45.06"
"5939","20.77","25","49.85"
"5940","30.85","44","42.07"
"5941","27.12","49","33.21"
"5942","3.42","6","34.20"
"5944","20.20","26","46.62"
"5945","19.58","25","46.99"
"5946","35.07","55","38.26"
"5947","16.93","35","29.02"
"5948","2.27","5","27.24"
"5952","28.52","35","48.89"
"5953","16.39","33","29.80"
"5954","32.93","46","42.95"
"5955","11.48","20","34.44"
"5956","23.37","48","29.21"
"5957","32.47","41","47.52"
"5958","24.82","49","30.39"
"5960","42.47","51","49.96"
"5961","22.25","50","26.70"
"5962","19.23","24","48.08"
"5963","6.48","15","25.92"
"5964","10.15","18","33.83"
"5965","42.25","57","44.47"
"5966","10.49","13","48.42"
"5967","12.85","30","25.70"
"5970","17.89","34","31.57"
"5972","38.48","57","40.51"
"5973","10.03","13","46.29"
"5974","16.28","23","42.47"
"5975","40.27","59","40.95"
"5976","41.51","52","47.90"
"5977","28.03","34","49.46"
"5978","4.04","5","48.48"
"5979","40.51","55","44.19"
"5980","19.04","35","32.64"
"5981","4.47","10","26.82"
"5982","14.56","19","45.98"
"5985","13.35","27","29.67"
"5986","20.82","33","37.85"
"5987","32.99","44","44.99"
"5989","32.25","46","42.07"
"5990","9.82","21","28.06"
"5991","35.72","52","41.22"
"5992","30.95","53","35.04"
"5993","21.35","27","47.44"
"5994","26.42","50","31.70"
"5995","5.14","10","30.84"
"5996","17.15","41","25.10"
"5998","14.79","20","44.37"
"5999","7.20","12","36.00"
"6001","34.15","48","42.69"
"6002","16.22","38","25.61"
"6003","27.46","35","47.07"
"6004","12.15","15","48.60"
"6005","18.37","43","25.63"
"6006","30.59","37","49.61"
"6007","25.22","50","30.26"
"6008","10.53","16","39.49"
"6009","24.89","32","46.67"
"6010","7.29","9","48.60"
"6011","30.65","38","48.39"
"6012","12.42","23","32.40"
"6013","17.75","26","40.96"
"6014","32.49","56","34.81"
"6016","17.86","24","44.65"
"6017","8.09","19","25.55"
"6019","17.87","39","27.49"
"6020","7.94","18","26.47"
"6021","29.02","39","44.65"
"6022","7.77","15","31.08"
"6023","15.79","23","41.19"
"6024","37.38","57","39.35"
"6025","8.55","12","42.75"
"6026","21.08","38","33.28"
"6027","31.98","53","36.20"
"6028","23.34","37","37.85"
"6029","10.04","17","35.44"
"6030","15.79","27","35.09"
"6031","18.97","42","27.10"
"6032","30.19","47","38.54"
"6034","7.84","18","26.13"
"6036","7.51","10","45.06"
"6037","17.06","24","42.65"
"6038","15.30","31","29.61"
"6039","26.93","53","30.49"
"6040","22.06","27","49.02"
"6041","3.91","6","39.10"
"6042","20.42","27","45.38"
"6043","43.77","53","49.55"
"6045","32.36","52","37.34"
"6046","18.57","31","35.94"
"6047","13.48","17","47.58"
"6048","32.47","48","40.59"
"6049","12.55","28","26.89"
"6050","19.11","25","45.86"
"6051","31.63","48","39.54"
"6053","36.47","49","44.66"
"6054","18.18","41","26.60"
"6055","11.62","23","30.31"
"6056","35.77","45","47.69"
"6057","3.94","8","29.55"
"6058","39.80","52","45.92"
"6059","32.93","41","48.19"
"6060","8.24","16","30.90"
"6061","27.69","49","33.91"
"6062","27.71","36","46.18"
"6063","16.06","34","28.34"
"6065","13.80","17","48.71"
"6066","3.88","5","46.56"
"6067","24.50","36","40.83"
"6068","43.55","53","49.30"
"6069","26.75","49","32.76"
"6070","30.79","41","45.06"
"6071","33.70","58","34.86"
"6073","29.91","43","41.73"
"6074","23.65","33","43.00"
"6076","38.19","46","49.81"
"6077","11.74","15","46.96"
"6078","21.46","35","36.79"
"6079","24.19","36","40.32"
"6080","17.19","31","33.27"
"6081","6.29","12","31.45"
"6082","22.65","37","36.73"
"6083","24.73","56","26.50"
"6084","20.26","26","46.75"
"6085","7.78","11","42.44"
"6086","37.72","48","47.15"
"6087","34.71","48","43.39"
"6088","5.53","11","30.16"
"6089","20.42","43","28.49"
"6090","9.56","13","44.12"
"6091","3.14","6","31.40"
"6092","20.42","28","43.76"
"6093","16.41","29","33.95"
"6095","24.39","36","40.65"
"6096","29.34","52","33.85"
"6097","36.57","54","40.63"
"6098","9.91","16","37.16"
"6099","27.07","42","38.67"
"6100","39.82","56","42.66"
"6101","6.45","8","48.38"
"6102","23.34","49","28.58"
"6103","29.75","53","33.68"
"6104","24.95","49","30.55"
"6105","30.28","38","47.81"
"6106","13.11","26","30.25"
"6107","32.09","59","32.63"
"6108","38.37","53","43.44"
"6109","24.31","33","44.20"
"6111","30.79","37","49.93"
"6112","23.95","48","29.94"
"6113","4.17","8","31.28"
"6114","12.79","22","34.88"
"6115","17.77","26","41.01"
"6116","25.46","34","44.93"
"6118","16.44","36","27.40"
"6119","17.91","22","48.85"
"6120","36.75","54","40.83"
"6121","16.59","26","38.28"
"6122","5.11","12","25.55"
"6123","19.70","25","47.28"
"6124","27.69","59","28.16"
"6125","23.36","56","25.03"
"6126","14.22","25","34.13"
"6127","18.44","26","42.55"
"6128","10.13","24","25.33"
"6130","46.66","58","48.27"
"6131","36.01","47","45.97"
"6132","21.36","35","36.62"
"6133","4.41","6","44.10"
"6134","17.78","24","44.45"
"6136","29.22","36","48.70"
"6137","38.10","48","47.63"
"6138","15.76","22","42.98"
"6140","23.72","34","41.86"
"6141","10.63","16","39.86"
"6142","25.61","41","37.48"
"6143","6.61","10","39.66"
"6144","33.51","51","39.42"
"6145","28.07","34","49.54"
"6146","20.06","31","38.83"
"6147","15.06","28","32.27"
"6148","7.12","14","30.51"
"6150","24.18","38","38.18"
"6151","26.59","37","43.12"
"6152","17.81","39","27.40"
"6153","13.12","16","49.20"
"6154","9.10","17","32.12"
"6155","11.12","23","29.01"
"6156","28.30","37","45.89"
"6157","25.72","43","35.89"
"6159","8.77","21","25.06"
"6160","20.15","31","39.00"
"6161","21.16","49","25.91"
"6162","3.03","5","36.36"
"6164","14.50","31","28.06"
"6165","20.23","25","48.55"
"6167","28.86","53","32.67"
"6168","5.98","9","39.87"
"6169","29.42","39","45.26"
"6170","18.41","25","44.18"
"6171","10.15","20","30.45"
"6172","9.19","13","42.42"
"6173","14.17","22","38.65"
"6174","15.12","27","33.60"
"6175","25.18","51","29.62"
"6176","3.08","7","26.40"
"6177","17.93","40","26.90"
"6178","18.46","42","26.37"
"6179","32.42","55","35.37"
"6180","31.02","58","32.09"
"6183","17.07","39","26.26"
"6184","25.81","47","32.95"
"6185","9.58","14","41.06"
"6186","9.04","16","33.90"
"6187","31.26","43","43.62"
"6188","36.19","52","41.76"
"6189","19.70","36","32.83"
"6191","21.00","33","38.18"
"6192","28.74","45","38.32"
"6193","9.13","14","39.13"
"6194","26.28","32","49.28"
"6195","11.53","14","49.41"
"6196","39.66","53","44.90"
"6197","9.66","16","36.23"
"6200","17.73","34","31.29"
"6201","17.68","25","42.43"
"6202","13.38","17","47.22"
"6203","10.52","23","27.44"
"6204","6.00","8","45.00"
"6205","37.21","47","47.50"
"6206","9.77","12","48.85"
"6207","3.55","5","42.60"
"6208","23.70","30","47.40"
"6209","17.94","23","46.80"
"6210","16.09","21","45.97"
"6211","34.00","50","40.80"
"6212","32.54","49","39.84"
"6214","15.16","24","37.90"
"6215","33.45","41","48.95"
"6216","28.18","38","44.49"
"6217","23.63","52","27.27"
"6218","15.43","23","40.25"
"6219","15.91","22","43.39"
"6221","14.78","24","36.95"
"6222","2.22","5","26.64"
"6223","14.87","18","49.57"
"6224","22.79","33","41.44"
"6225","30.12","37","48.84"
"6226","23.15","29","47.90"
"6227","16.85","22","45.95"
"6228","35.92","53","40.66"
"6229","12.95","22","35.32"
"6230","27.47","47","35.07"
"6231","9.24","12","46.20"
"6232","20.36","47","25.99"
"6233","17.81","28","38.16"
"6234","34.91","59","35.50"
"6235","28.97","35","49.66"
"6236","20.67","29","42.77"
"6237","27.82","54","30.91"
"6238","6.62","10","39.72"
"6239","5.11","8","38.33"
"6240","15.10","30","30.20"
"6241","9.24","14","39.60"
"6242","4.76","7","40.80"
"6243","35.58","44","48.52"
"6244","25.29","47","32.29"
"6245","15.70","20","47.10"
"6246","2.61","6","26.10"
"6248","10.35","16","38.81"
"6249","2.96","6","29.60"
"6250","5.78","12","28.90"
"6251","4.67","10","28.02"
"6252","26.74","52","30.85"
"6254","3.53","5","42.36"
"6255","9.08","17","32.05"
"6256","18.29","33","33.25"
"6257","10.66","16","39.98"
"6258","19.82","29","41.01"
"6259","22.79","28","48.84"
"6260","37.14","46","48.44"
"6261","13.36","24","33.40"
"6262","30.02","38","47.40"
"6263","35.81","59","36.42"
"6264","31.86","50","38.23"
"6265","36.43","53","41.24"
"6266","18.87","24","47.18"
"6267","31.78","47","40.57"
"6268","11.55","14","49.50"
"6269","37.02","53","41.91"
"6270","30.86","53","34.94"
"6271","7.05","11","38.45"
"6272","40.93","53","46.34"
"6274","41.42","56","44.38"
"6276","3.61","8","27.08"
"6278","10.43","24","26.08"
"6279","16.17","21","46.20"
"6280","31.74","44","43.28"
"6281","22.05","40","33.08"
"6282","39.25","53","44.43"
"6283","7.48","11","40.80"
"6284","15.12","19","47.75"
"6286","7.30","16","27.38"
"6287","24.70","42","35.29"
"6288","3.67","6","36.70"
"6289","23.55","36","39.25"
"6290","2.55","5","30.60"
"6291","6.51","8","48.83"
"6294","20.73","25","49.75"
"6296","17.22","28","36.90"
"6297","37.65","49","46.10"
"6298","43.46","53","49.20"
"6299","5.70","7","48.86"
"6300","20.58","36","34.30"
"6301","25.42","36","42.37"
"6303","5.78","8","43.35"
"6304","2.10","5","25.20"
"6305","7.74","15","30.96"
"6306","34.33","46","44.78"
"6307","9.35","15","37.40"
"6308","6.31","10","37.86"
"6309","14.04","21","40.11"
"6310","18.29","22","49.88"
"6311","10.79","15","43.16"
"6312","27.43","39","42.20"
"6313","41.20","50","49.44"
"6314","24.26","33","44.11"
"6315","42.87","54","47.63"
"6317","40.10","57","42.21"
"6318","3.26","7","27.94"
"6319","25.59","36","42.65"
"6320","7.23","11","39.44"
"6321","32.75","56","35.09"
"6322","37.75","57","39.74"
"6323","6.78","12","33.90"
"6324","11.45","22","31.23"
"6326","19.48","39","29.97"
"6327","9.53","20","28.59"
"6328","8.66","18","28.87"
"6329","20.84","27","46.31"
"6330","13.81","18","46.03"
"6331","5.06","10","30.36"
"6332","14.11","32","26.46"
"6333","14.94","35","25.61"
"6334","20.49","43","28.59"
"6336","12.45","21","35.57"
"6337","4.52","7","38.74"
"6338","17.92","36","29.87"
"6339","7.39","14","31.67"
"6340","24.34","41","35.62"
"6341","5.19","11","28.31"
"6342","35.65","45","47.53"
"6343","11.69","21","33.40"
"6344","23.89","35","40.95"
"6345","5.91","11","32.24"
"6346","10.92","14","46.80"
"6347","32.58","58","33.70"
"6348","22.55","40","33.83"
"6349","22.51","30","45.02"
"6351","20.60","44","28.09"
"6352","9.67","12","48.35"
"6353","10.98","18","36.60"
"6355","12.96","23","33.81"
"6356","13.70","22","37.36"
"6357","10.99","18","36.63"
"6358","5.13","7","43.97"
"6359","31.60","38","49.89"
"6360","27.00","38","42.63"
"6361","36.65","58","37.91"
"6362","32.53","40","48.80"
"6364","39.10","47","49.91"
"6365","5.23","7","44.83"
"6366","25.34","50","30.41"
"6367","12.02","25","28.85"
"6369","31.60","46","41.22"
"6371","10.77","18","35.90"
"6372","7.20","10","43.20"
"6373","11.59","17","40.91"
"6374","28.44","48","35.55"
"6375","23.12","32","43.35"
"6376","32.22","54","35.80"
"6377","25.15","42","35.93"
"6378","8.67","19","27.38"
"6379","24.97","52","28.81"
"6380","23.15","28","49.61"
"6381","8.85","14","37.93"
"6383","28.58","38","45.13"
"6384","16.41","25","39.38"
"6385","43.79","58","45.30"
"6386","29.90","44","40.77"
"6387","28.06","37","45.50"
"6388","22.53","48","28.16"
"6390","13.43","18","44.77"
"6391","21.59","40","32.39"
"6393","19.02","33","34.58"
"6394","9.74","12","48.70"
"6395","38.58","58","39.91"
"6396","32.96","43","45.99"
"6397","20.86","36","34.77"
"6398","14.22","32","26.66"
"6399","16.79","21","47.97"
"6400","23.99","55","26.17"
"6401","27.86","51","32.78"
"6402","3.27","5","39.24"
"6403","6.61","15","26.44"
"6404","13.44","18","44.80"
"6405","5.85","14","25.07"
"6406","21.13","50","25.36"
"6407","18.94","45","25.25"
"6408","10.27","19","32.43"
"6409","39.63","49","48.53"
"6411","34.15","53","38.66"
"6412","14.38","31","27.83"
"6413","42.36","59","43.08"
"6414","13.46","25","32.30"
"6415","24.10","55","26.29"
"6416","22.34","29","46.22"
"6417","37.76","48","47.20"
"6418","13.08","27","29.07"
"6419","11.99","20","35.97"
"6420","24.99","33","45.44"
"6421","7.80","16","29.25"
"6422","27.71","41","40.55"
"6424","29.24","57","30.78"
"6425","42.31","55","46.16"
"6426","7.34","11","40.04"
"6427","22.02","48","27.53"
"6428","13.29","18","44.30"
"6429","18.51","28","39.66"
"6430","21.33","36","35.55"
"6431","7.00","11","38.18"
"6432","17.65","28","37.82"
"6433","3.62","5","43.44"
"6436","42.08","58","43.53"
"6437","30.21","43","42.15"
"6438","30.65","53","34.70"
"6439","20.13","40","30.20"
"6441","19.50","24","48.75"
"6442","46.60","59","47.39"
"6443","26.17","56","28.04"
"6444","26.49","57","27.88"
"6445","27.69","35","47.47"
"6446","34.70","46","45.26"
"6448","27.61","36","46.02"
"6449","7.27","16","27.26"
"6450","6.61","8","49.58"
"6451","30.86","54","34.29"
"6452","4.82","7","41.31"
"6453","5.05","7","43.29"
"6454","18.84","26","43.48"
"6455","36.77","46","47.96"
"6456","17.50","39","26.92"
"6457","19.86","37","32.21"
"6458","12.37","19","39.06"
"6459","10.35","18","34.50"
"6460","31.30","57","32.95"
"6461","27.04","48","33.80"
"6463","22.11","36","36.85"
"6464","15.65","22","42.68"
"6465","13.99","25","33.58"
"6466","6.51","8","48.83"
"6467","25.73","48","32.16"
"6468","10.69","18","35.63"
"6469","22.61","31","43.76"
"6470","10.90","23","28.43"
"6471","32.89","56","35.24"
"6472","33.07","47","42.22"
"6473","22.30","40","33.45"
"6474","21.97","52","25.35"
"6475","7.46","10","44.76"
"6476","20.23","43","28.23"
"6477","13.81","20","41.43"
"6478","25.78","52","29.75"
"6479","29.70","39","45.69"
"6480","12.71","27","28.24"
"6481","8.04","11","43.85"
"6482","37.93","47","48.42"
"6483","35.37","53","40.04"
"6485","4.46","8","33.45"
"6486","19.67","45","26.23"
"6487","17.85","41","26.12"
"6488","29.42","46","38.37"
"6489","28.32","46","36.94"
"6490","40.11","57","42.22"
"6491","3.50","8","26.25"
"6492","22.51","30","45.02"
"6493","12.55","23","32.74"
"6495","7.03","11","38.35"
"6496","9.05","17","31.94"
"6497","13.11","31","25.37"
"6498","7.93","19","25.04"
"6499","19.41","29","40.16"
"6500","20.18","45","26.91"
"6501","16.15","29","33.41"
"6502","27.92","56","29.91"
"6503","13.56","31","26.25"
"6504","34.24","51","40.28"
"6505","24.11","45","32.15"
"6506","13.28","28","28.46"
"6507","34.39","56","36.85"
"6509","4.68","6","46.80"
"6510","45.45","55","49.58"
"6511","25.33","36","42.22"
"6513","37.73","47","48.17"
"6514","5.89","9","39.27"
"6515","31.88","52","36.78"
"6516","23.34","41","34.16"
"6517","29.45","46","38.41"
"6518","3.61","5","43.32"
"6519","35.44","56","37.97"
"6520","24.97","43","34.84"
"6521","20.81","36","34.68"
"6522","23.30","29","48.21"
"6523","26.42","55","28.82"
"6524","18.47","25","44.33"
"6525","27.41","44","37.38"
"6526","15.67","28","33.58"
"6527","34.66","46","45.21"
"6529","7.03","11","38.35"
"6531","3.55","8","26.63"
"6533","8.38","20","25.14"
"6534","26.20","50","31.44"
"6535","11.09","17","39.14"
"6536","16.95","26","39.12"
"6538","19.00","28","40.71"
"6539","20.01","32","37.52"
"6540","21.26","27","47.24"
"6541","31.62","53","35.80"
"6542","23.93","48","29.91"
"6543","25.54","43","35.64"
"6545","40.80","57","42.95"
"6546","12.61","18","42.03"
"6547","4.22","9","28.13"
"6548","19.07","35","32.69"
"6550","15.32","20","45.96"
"6551","8.14","13","37.57"
"6552","14.85","23","38.74"
"6554","18.35","26","42.35"
"6555","14.88","25","35.71"
"6557","27.12","37","43.98"
"6559","23.10","42","33.00"
"6560","8.14","17","28.73"
"6561","21.57","29","44.63"
"6562","12.86","24","32.15"
"6563","26.77","41","39.18"
"6564","24.14","53","27.33"
"6565","27.77","52","32.04"
"6566","4.81","6","48.10"
"6567","14.67","24","36.68"
"6568","30.68","49","37.57"
"6569","21.95","34","38.74"
"6571","19.67","29","40.70"
"6572","21.26","30","42.52"
"6574","26.12","35","44.78"
"6575","30.69","58","31.75"
"6576","8.57","12","42.85"
"6577","12.18","24","30.45"
"6578","18.38","23","47.95"
"6579","3.75","8","28.13"
"6580","10.59","20","31.77"
"6581","12.08","20","36.24"
"6583","21.34","42","30.49"
"6584","23.01","35","39.45"
"6585","10.44","25","25.06"
"6586","3.70","6","37.00"
"6588","26.60","59","27.05"
"6589","13.21","23","34.46"
"6590","27.11","51","31.89"
"6591","24.53","41","35.90"
"6592","16.15","29","33.41"
"6593","25.54","35","43.78"
"6594","20.71","30","41.42"
"6595","29.02","38","45.82"
"6597","22.32","50","26.78"
"6598","11.96","22","32.62"
"6600","18.47","41","27.03"
"6602","9.75","13","45.00"
"6603","12.16","18","40.53"
"6604","5.22","12","26.10"
"6606","27.34","52","31.55"
"6608","19.02","44","25.94"
"6610","7.14","13","32.95"
"6611","30.17","37","48.92"
"6612","19.25","38","30.39"
"6613","11.23","17","39.64"
"6614","46.52","58","48.12"
"6615","21.19","47","27.05"
"6616","26.02","50","31.22"
"6617","13.20","28","28.29"
"6618","31.94","58","33.04"
"6619","35.32","54","39.24"
"6620","18.36","40","27.54"
"6621","31.28","44","42.65"
"6622","10.31","18","34.37"
"6623","3.11","6","31.10"
"6624","29.70","36","49.50"
"6625","2.16","5","25.92"
"6626","4.46","7","38.23"
"6627","12.45","20","37.35"
"6629","7.77","15","31.08"
"6631","19.28","25","46.27"
"6632","15.97","37","25.90"
"6633","7.05","11","38.45"
"6634","26.49","38","41.83"
"6635","20.59","32","38.61"
"6636","38.57","52","44.50"
"6637","6.29","8","47.18"
"6639","18.51","36","30.85"
"6640","26.52","34","46.80"
"6641","28.09","41","41.11"
"6642","22.35","43","31.19"
"6643","4.77","11","26.02"
"6644","18.92","43","26.40"
"6645","34.51","42","49.30"
"6646","33.43","57","35.19"
"6648","11.75","24","29.38"
"6650","17.76","28","38.06"
"6651","3.80","5","45.60"
"6652","37.88","55","41.32"
"6653","3.50","8","26.25"
"6654","10.61","16","39.79"
"6655","9.62","12","48.10"
"6656","19.17","38","30.27"
"6657","9.72","22","26.51"
"6658","7.94","10","47.64"
"6659","16.11","22","43.94"
"6660","4.98","6","49.80"
"6661","9.08","15","36.32"
"6662","9.95","17","35.12"
"6664","5.66","8","42.45"
"6665","22.62","35","38.78"
"6666","29.30","43","40.88"
"6667","25.71","48","32.14"
"6669","14.27","33","25.95"
"6670","15.81","22","43.12"
"6671","43.73","58","45.24"
"6672","9.71","15","38.84"
"6673","19.42","36","32.37"
"6674","15.09","25","36.22"
"6675","19.57","33","35.58"
"6676","29.89","46","38.99"
"6677","20.21","46","26.36"
"6678","24.63","41","36.04"
"6679","31.46","50","37.75"
"6680","11.46","15","45.84"
"6681","36.19","53","40.97"
"6682","8.06","12","40.30"
"6684","12.58","27","27.96"
"6685","24.60","44","33.55"
"6686","22.98","35","39.39"
"6688","24.51","55","26.74"
"6689","30.55","46","39.85"
"6690","5.87","11","32.02"
"6691","3.12","7","26.74"
"6692","21.51","29","44.50"
"6693","18.25","28","39.11"
"6694","34.73","47","44.34"
"6695","7.18","14","30.77"
"6696","30.94","42","44.20"
"6697","9.67","23","25.23"
"6698","24.56","46","32.03"
"6699","11.80","17","41.65"
"6700","14.93","33","27.15"
"6701","24.10","32","45.19"
"6702","7.87","13","36.32"
"6703","28.05","48","35.06"
"6704","41.07","51","48.32"
"6705","26.77","44","36.50"
"6706","14.44","33","26.25"
"6709","37.61","56","40.30"
"6710","25.07","50","30.08"
"6711","7.12","9","47.47"
"6713","14.91","27","33.13"
"6714","9.92","13","45.78"
"6715","30.92","41","45.25"
"6716","27.16","57","28.59"
"6717","2.96","6","29.60"
"6719","37.98","52","43.82"
"6720","6.04","8","45.30"
"6721","5.63","11","30.71"
"6722","20.01","37","32.45"
"6723","6.58","14","28.20"
"6724","29.08","39","44.74"
"6725","24.91","41","36.45"
"6726","16.12","23","42.05"
"6727","28.75","57","30.26"
"6728","22.68","31","43.90"
"6730","31.35","54","34.83"
"6731","26.30","42","37.57"
"6732","8.82","17","31.13"
"6733","36.72","49","44.96"
"6734","13.31","18","44.37"
"6735","7.55","11","41.18"
"6736","11.89","21","33.97"
"6737","26.07","47","33.28"
"6738","32.43","51","38.15"
"6739","40.87","54","45.41"
"6741","39.04","58","40.39"
"6743","10.96","15","43.84"
"6744","20.45","32","38.34"
"6745","21.30","41","31.17"
"6746","18.15","35","31.11"
"6747","4.40","7","37.71"
"6748","10.94","14","46.89"
"6749","19.15","30","38.30"
"6750","24.51","45","32.68"
"6751","31.19","54","34.66"
"6752","25.80","50","30.96"
"6753","15.33","24","38.33"
"6754","36.26","48","45.33"
"6755","32.32","45","43.09"
"6756","11.82","19","37.33"
"6757","27.99","51","32.93"
"6758","42.14","57","44.36"
"6759","9.76","16","36.60"
"6760","24.52","30","49.04"
"6761","40.90","59","41.59"
"6762","26.25","57","27.63"
"6764","5.96","9","39.73"
"6765","12.84","24","32.10"
"6766","27.47","40","41.21"
"6767","17.82","24","44.55"
"6768","11.50","19","36.32"
"6769","31.16","54","34.62"
"6770","12.05","23","31.43"
"6771","27.92","39","42.95"
"6772","29.77","51","35.02"
"6773","14.19","23","37.02"
"6774","21.10","38","33.32"
"6775","24.84","33","45.16"
"6778","26.56","35","45.53"
"6780","28.42","37","46.09"
"6781","31.91","50","38.29"
"6782","19.80","37","32.11"
"6783","5.33","7","45.69"
"6784","26.79","37","43.44"
"6785","18.49","28","39.62"
"6786","12.74","23","33.23"
"6787","38.48","57","40.51"
"6788","12.95","16","48.56"
"6789","31.32","44","42.71"
"6790","13.61","28","29.16"
"6791","39.68","48","49.60"
"6792","19.56","46","25.51"
"6793","30.73","38","48.52"
"6794","3.06","7","26.23"
"6795","20.79","49","25.46"
"6796","12.64","23","32.97"
"6798","30.71","38","48.49"
"6799","23.36","34","41.22"
"6800","26.49","50","31.79"
"6801","21.23","26","48.99"
"6802","26.44","57","27.83"
"6803","5.03","12","25.15"
"6805","18.67","36","31.12"
"6807","41.43","59","42.13"
"6808","39.65","57","41.74"
"6809","21.53","42","30.76"
"6810","32.09","49","39.29"
"6811","20.16","28","43.20"
"6812","15.09","27","33.53"
"6815","21.04","26","48.55"
"6817","6.23","12","31.15"
"6818","38.91","55","42.45"
"6820","9.92","16","37.20"
"6821","18.13","42","25.90"
"6823","6.17","11","33.65"
"6824","18.38","24","45.95"
"6825","6.47","14","27.73"
"6826","11.79","20","35.37"
"6828","10.85","16","40.69"
"6829","7.99","11","43.58"
"6830","13.64","20","40.92"
"6831","8.79","15","35.16"
"6833","11.74","26","27.09"
"6834","30.20","57","31.79"
"6835","33.79","47","43.14"
"6836","32.66","58","33.79"
"6838","26.36","49","32.28"
"6839","9.61","18","32.03"
"6840","12.34","15","49.36"
"6841","8.47","12","42.35"
"6842","15.35","29","31.76"
"6844","23.02","32","43.16"
"6846","8.46","13","39.05"
"6847","16.22","34","28.62"
"6848","20.29","27","45.09"
"6849","10.49","24","26.23"
"6850","17.31","33","31.47"
"6851","6.97","11","38.02"
"6852","25.30","56","27.11"
"6853","25.93","46","33.82"
"6854","43.60","58","45.10"
"6855","9.19","21","26.26"
"6856","23.24","34","41.01"
"6857","24.97","31","48.33"
"6858","25.77","58","26.66"
"6859","22.54","43","31.45"
"6860","14.96","31","28.95"
"6861","22.39","32","41.98"
"6862","25.69","53","29.08"
"6863","27.60","45","36.80"
"6865","28.51","45","38.01"
"6866","8.28","15","33.12"
"6867","18.01","30","36.02"
"6868","7.72","13","35.63"
"6869","22.04","40","33.06"
"6870","9.98","12","49.90"
"6871","22.03","43","30.74"
"6872","22.67","49","27.76"
"6873","11.86","22","32.35"
"6874","8.19","14","35.10"
"6875","15.42","36","25.70"
"6876","28.55","55","31.15"
"6877","19.84","25","47.62"
"6878","24.73","49","30.28"
"6879","19.52","31","37.78"
"6880","10.10","13","46.62"
"6881","21.14","39","32.52"
"6882","13.42","20","40.26"
"6884","24.40","55","26.62"
"6885","14.15","21","40.43"
"6887","16.22","33","29.49"
"6888","28.58","41","41.82"
"6889","9.18","20","27.54"
"6890","30.87","40","46.31"
"6891","21.77","38","34.37"
"6892","10.46","20","31.38"
"6893","7.26","14","31.11"
"6894","16.14","22","44.02"
"6895","13.77","17","48.60"
"6897","7.36","13","33.97"
"6898","13.65","24","34.13"
"6899","18.34","44","25.01"
"6900","20.04","34","35.36"
"6901","8.65","16","32.44"
"6902","5.80","7","49.71"
"6904","9.37","22","25.55"
"6905","8.38","18","27.93"
