"fecha","hora","dia_semana","num_viajes","tarifa_promedio","conductores_unicos"
"2026-06-28","18","1","10","53.65","8"
"2026-06-28","19","1","11","42.59","6"
"2026-06-28","20","1","3","36.42","3"
"2026-06-28","21","1","5","28.31","3"
"2026-06-28","22","1","5","37.96","5"
"2026-06-28","23","1","1","14.03","1"
"2026-06-29","0","2","4","48.57","4"
"2026-06-29","1","2","2","35.22","2"
"2026-06-29","2","2","2","58.47","2"
"2026-06-29","3","2","1","61.73","1"
"2026-06-29","4","2","2","61.41","2"
"2026-06-29","5","2","2","63.77","2"
"2026-06-29","6","2","4","29.01","2"
"2026-06-29","7","2","15","46.85","10"
"2026-06-29","8","2","13","47.51","8"
"2026-06-29","9","2","13","45.78","8"
"2026-06-29","10","2","8","46.67","5"
"2026-06-29","11","2","8","33.22","5"
"2026-06-29","12","2","8","37.73","5"
"2026-06-29","13","2","8","37.37","5"
"2026-06-29","14","2","9","46.63","7"
"2026-06-29","15","2","7","49.25","7"
"2026-06-29","16","2","7","43.99","4"
"2026-06-29","17","2","14","45.14","8"
"2026-06-29","18","2","13","42.46","9"
"2026-06-29","19","2","13","38.77","10"
"2026-06-29","20","2","8","41.23","4"
"2026-06-29","21","2","8","48.65","6"
"2026-06-29","22","2","6","27.74","4"
"2026-06-29","23","2","4","47.19","4"
"2026-06-30","0","3","3","42.39","3"
"2026-06-30","1","3","3","32.40","2"
"2026-06-30","2","3","3","53.42","3"
"2026-06-30","3","3","5","52.41","5"
"2026-06-30","4","3","3","41.70","3"
"2026-06-30","5","3","5","26.97","5"
"2026-06-30","6","3","3","47.04","3"
"2026-06-30","7","3","15","44.00","8"
"2026-06-30","8","3","14","39.82","7"
"2026-06-30","9","3","12","44.92","9"
"2026-06-30","10","3","8","43.23","7"
"2026-06-30","11","3","10","46.27","7"
"2026-06-30","12","3","8","48.78","7"
"2026-06-30","13","3","9","43.20","8"
"2026-06-30","14","3","10","43.39","7"
"2026-06-30","15","3","12","42.56","10"
"2026-06-30","16","3","9","35.74","8"
"2026-06-30","17","3","13","40.49","9"
"2026-06-30","18","3","13","45.88","10"
"2026-06-30","19","3","14","47.97","8"
"2026-06-30","20","3","9","46.67","6"
"2026-06-30","21","3","12","38.85","8"
"2026-06-30","22","3","10","51.80","7"
"2026-06-30","23","3","4","56.50","4"
"2026-07-01","0","4","2","53.33","2"
"2026-07-01","1","4","4","32.21","4"
"2026-07-01","2","4","2","43.43","2"
"2026-07-01","3","4","3","49.79","2"
"2026-07-01","4","4","3","37.65","3"
"2026-07-01","5","4","3","40.14","3"
"2026-07-01","6","4","2","55.80","2"
"2026-07-01","7","4","13","45.14","9"
"2026-07-01","8","4","13","37.29","9"
"2026-07-01","9","4","13","35.53","8"
"2026-07-01","10","4","9","40.17","5"
"2026-07-01","11","4","9","49.41","7"
"2026-07-01","12","4","9","30.50","5"
"2026-07-01","13","4","9","49.74","4"
"2026-07-01","14","4","10","39.13","9"
"2026-07-01","15","4","11","40.28","5"
"2026-07-01","16","4","10","28.48","8"
"2026-07-01","17","4","14","44.24","9"
"2026-07-01","18","4","12","47.49","8"
"2026-07-01","19","4","11","33.33","7"
"2026-07-01","20","4","10","41.09","7"
"2026-07-01","21","4","10","46.52","6"
"2026-07-01","22","4","10","35.12","5"
"2026-07-01","23","4","3","28.52","3"
"2026-07-02","0","5","4","34.80","3"
"2026-07-02","1","5","4","31.46","3"
"2026-07-02","2","5","3","36.40","3"
"2026-07-02","3","5","4","38.39","4"
"2026-07-02","4","5","3","45.43","3"
"2026-07-02","5","5","4","26.49","3"
"2026-07-02","6","5","5","45.84","5"
"2026-07-02","7","5","12","43.96","8"
"2026-07-02","8","5","13","46.52","8"
"2026-07-02","9","5","14","38.95","8"
"2026-07-02","10","5","11","49.88","6"
"2026-07-02","11","5","12","40.84","8"
"2026-07-02","12","5","10","52.93","6"
"2026-07-02","13","5","12","40.65","9"
"2026-07-02","14","5","12","37.57","8"
"2026-07-02","15","5","13","47.64","8"
"2026-07-02","16","5","10","39.12","8"
"2026-07-02","17","5","14","42.80","9"
"2026-07-02","18","5","14","48.65","9"
"2026-07-02","19","5","11","35.78","7"
"2026-07-02","20","5","10","40.80","7"
"2026-07-02","21","5","11","40.16","7"
"2026-07-02","22","5","10","41.99","8"
"2026-07-02","23","5","3","22.24","3"
"2026-07-03","0","6","2","45.97","2"
"2026-07-03","1","6","2","18.71","2"
"2026-07-03","2","6","3","47.33","2"
"2026-07-03","3","6","3","45.11","3"
"2026-07-03","4","6","2","49.10","2"
"2026-07-03","5","6","2","37.91","2"
"2026-07-03","6","6","2","33.62","2"
"2026-07-03","7","6","12","41.71","8"
"2026-07-03","8","6","13","36.56","9"
"2026-07-03","9","6","13","45.30","11"
"2026-07-03","10","6","8","31.04","7"
"2026-07-03","11","6","8","24.68","6"
"2026-07-03","12","6","8","44.45","6"
"2026-07-03","13","6","8","46.74","6"
"2026-07-03","14","6","6","42.54","6"
"2026-07-03","15","6","8","39.02","6"
"2026-07-03","16","6","8","43.90","5"
"2026-07-03","17","6","12","39.42","8"
"2026-07-03","18","6","14","42.72","8"
"2026-07-03","19","6","13","47.00","9"
"2026-07-03","20","6","8","50.38","5"
"2026-07-03","21","6","7","42.22","6"
"2026-07-03","22","6","7","46.97","6"
"2026-07-03","23","6","1","51.84","1"
"2026-07-04","0","7","3","55.17","3"
"2026-07-04","1","7","2","33.50","2"
"2026-07-04","2","7","1","38.34","1"
"2026-07-04","3","7","1","28.71","1"
"2026-07-04","4","7","2","50.88","2"
"2026-07-04","5","7","3","55.31","3"
"2026-07-04","6","7","2","51.12","2"
"2026-07-04","7","7","10","40.45","9"
"2026-07-04","8","7","7","54.16","5"
"2026-07-04","9","7","9","31.07","6"
"2026-07-04","10","7","4","24.41","4"
"2026-07-04","11","7","4","61.68","4"
"2026-07-04","12","7","4","26.53","4"
"2026-07-04","13","7","2","33.11","2"
"2026-07-04","14","7","4","35.02","4"
"2026-07-04","15","7","5","45.98","4"
"2026-07-04","16","7","4","49.50","4"
"2026-07-04","17","7","12","40.82","7"
"2026-07-04","18","7","10","37.23","7"
"2026-07-04","19","7","11","37.13","10"
"2026-07-04","20","7","3","30.08","2"
"2026-07-04","21","7","4","26.45","4"
"2026-07-04","22","7","5","36.81","5"
"2026-07-04","23","7","2","42.70","2"
"2026-07-05","0","1","3","37.52","3"
"2026-07-05","1","1","2","35.81","2"
"2026-07-05","2","1","2","36.76","2"
"2026-07-05","3","1","2","75.31","2"
"2026-07-05","4","1","2","58.60","2"
"2026-07-05","5","1","2","61.66","2"
"2026-07-05","6","1","3","44.60","3"
"2026-07-05","7","1","12","44.04","10"
"2026-07-05","8","1","11","36.10","8"
"2026-07-05","9","1","13","46.19","7"
"2026-07-05","10","1","5","37.04","5"
"2026-07-05","11","1","6","39.50","5"
"2026-07-05","12","1","7","37.40","6"
"2026-07-05","13","1","5","39.87","5"
"2026-07-05","14","1","6","36.27","5"
"2026-07-05","15","1","7","35.29","6"
"2026-07-05","16","1","6","39.74","5"
"2026-07-05","17","1","15","43.93","8"
"2026-07-05","18","1","13","39.41","8"
"2026-07-05","19","1","14","37.96","10"
"2026-07-05","20","1","7","54.61","5"
"2026-07-05","21","1","4","56.62","3"
"2026-07-05","22","1","6","41.60","6"
"2026-07-05","23","1","3","28.61","2"
"2026-07-06","0","2","4","45.05","4"
"2026-07-06","1","2","3","68.25","3"
"2026-07-06","2","2","3","46.11","3"
"2026-07-06","3","2","2","67.66","2"
"2026-07-06","4","2","3","27.44","3"
"2026-07-06","5","2","4","53.18","3"
"2026-07-06","6","2","4","39.47","4"
"2026-07-06","7","2","12","48.83","8"
"2026-07-06","8","2","15","38.08","9"
"2026-07-06","9","2","15","47.44","7"
"2026-07-06","10","2","10","43.97","6"
"2026-07-06","11","2","13","39.56","8"
"2026-07-06","12","2","12","50.52","7"
"2026-07-06","13","2","11","38.03","6"
"2026-07-06","14","2","10","39.69","8"
"2026-07-06","15","2","13","38.28","8"
"2026-07-06","16","2","11","35.82","7"
"2026-07-06","17","2","13","44.88","10"
"2026-07-06","18","2","14","45.46","8"
"2026-07-06","19","2","10","33.11","8"
"2026-07-06","20","2","13","41.45","7"
"2026-07-06","21","2","11","32.70","8"
"2026-07-06","22","2","11","46.18","7"
"2026-07-06","23","2","5","39.49","4"
"2026-07-07","0","3","2","21.09","2"
"2026-07-07","1","3","4","35.30","3"
"2026-07-07","2","3","3","54.01","3"
"2026-07-07","3","3","2","50.65","2"
"2026-07-07","4","3","3","48.60","3"
"2026-07-07","5","3","3","58.68","2"
"2026-07-07","6","3","2","58.96","2"
"2026-07-07","7","3","14","46.84","7"
"2026-07-07","8","3","13","40.20","9"
"2026-07-07","9","3","15","34.33","9"
"2026-07-07","10","3","9","41.64","6"
"2026-07-07","11","3","7","41.02","5"
"2026-07-07","12","3","9","59.73","6"
"2026-07-07","13","3","8","50.75","6"
"2026-07-07","14","3","8","36.33","7"
"2026-07-07","15","3","7","41.75","5"
"2026-07-07","16","3","9","38.51","7"
"2026-07-07","17","3","13","44.60","9"
"2026-07-07","18","3","14","44.58","9"
"2026-07-07","19","3","13","46.84","7"
"2026-07-07","20","3","7","45.49","6"
"2026-07-07","21","3","7","32.37","6"
"2026-07-07","22","3","9","47.64","5"
"2026-07-07","23","3","2","47.30","2"
"2026-07-08","0","4","3","30.39","3"
"2026-07-08","1","4","5","37.86","4"
"2026-07-08","2","4","3","62.70","3"
"2026-07-08","3","4","3","50.87","3"
"2026-07-08","4","4","4","47.88","3"
"2026-07-08","5","4","4","31.77","3"
"2026-07-08","6","4","4","43.77","4"
"2026-07-08","7","4","14","50.66","7"
"2026-07-08","8","4","14","42.21","7"
"2026-07-08","9","4","14","45.35","8"
"2026-07-08","10","4","11","44.65","6"
"2026-07-08","11","4","11","33.19","8"
"2026-07-08","12","4","9","42.33","7"
"2026-07-08","13","4","10","46.36","7"
"2026-07-08","14","4","12","38.51","8"
"2026-07-08","15","4","10","49.12","7"
"2026-07-08","16","4","9","48.31","7"
"2026-07-08","17","4","15","34.82","10"
"2026-07-08","18","4","13","45.41","9"
"2026-07-08","19","4","11","38.70","6"
"2026-07-08","20","4","12","35.02","9"
"2026-07-08","21","4","12","49.10","11"
"2026-07-08","22","4","11","52.58","8"
"2026-07-08","23","4","5","59.82","3"
"2026-07-09","0","5","4","58.49","4"
"2026-07-09","1","5","3","41.63","3"
"2026-07-09","2","5","2","23.27","2"
"2026-07-09","3","5","2","64.55","2"
"2026-07-09","4","5","3","42.51","2"
"2026-07-09","5","5","3","40.85","3"
"2026-07-09","6","5","2","44.07","2"
"2026-07-09","7","5","11","44.32","6"
"2026-07-09","8","5","13","39.69","8"
"2026-07-09","9","5","13","41.70","8"
"2026-07-09","10","5","7","32.31","7"
"2026-07-09","11","5","8","51.25","6"
"2026-07-09","12","5","9","35.08","7"
"2026-07-09","13","5","8","40.17","5"
"2026-07-09","14","5","7","54.35","6"
"2026-07-09","15","5","9","29.33","7"
"2026-07-09","16","5","9","50.08","7"
"2026-07-09","17","5","14","43.83","7"
"2026-07-09","18","5","14","31.59","8"
"2026-07-09","19","5","15","37.37","10"
"2026-07-09","20","5","9","41.83","7"
"2026-07-09","21","5","9","32.65","6"
"2026-07-09","22","5","8","44.99","7"
"2026-07-09","23","5","2","27.30","2"
"2026-07-10","0","6","3","17.84","3"
"2026-07-10","1","6","2","54.33","2"
"2026-07-10","2","6","4","59.76","3"
"2026-07-10","3","6","3","52.18","3"
"2026-07-10","4","6","3","52.88","2"
"2026-07-10","5","6","3","37.99","3"
"2026-07-10","6","6","4","45.99","4"
"2026-07-10","7","6","14","40.01","7"
"2026-07-10","8","6","11","34.99","7"
"2026-07-10","9","6","12","38.80","8"
"2026-07-10","10","6","8","43.34","7"
"2026-07-10","11","6","7","45.95","6"
"2026-07-10","12","6","10","37.25","6"
"2026-07-10","13","6","11","44.34","8"
"2026-07-10","14","6","9","49.22","5"
"2026-07-10","15","6","11","46.68","8"
"2026-07-10","16","6","9","34.53","7"
"2026-07-10","17","6","14","43.06","8"
"2026-07-10","18","6","15","35.87","11"
"2026-07-10","19","6","13","44.13","8"
"2026-07-10","20","6","6","34.90","4"
"2026-07-10","21","6","10","41.87","6"
"2026-07-10","22","6","9","40.64","5"
"2026-07-10","23","6","3","36.81","3"
"2026-07-11","0","7","2","54.06","2"
"2026-07-11","1","7","1","17.57","1"
"2026-07-11","2","7","2","53.79","2"
"2026-07-11","3","7","2","47.48","2"
"2026-07-11","4","7","2","35.90","2"
"2026-07-11","5","7","1","42.74","1"
"2026-07-11","6","7","1","20.33","1"
"2026-07-11","7","7","12","40.50","8"
"2026-07-11","8","7","13","41.00","9"
"2026-07-11","9","7","13","44.93","8"
"2026-07-11","10","7","5","35.23","4"
"2026-07-11","11","7","5","38.66","5"
"2026-07-11","12","7","5","52.05","4"
"2026-07-11","13","7","5","36.59","5"
"2026-07-11","14","7","5","42.06","5"
"2026-07-11","15","7","5","37.95","4"
"2026-07-11","16","7","5","47.64","4"
"2026-07-11","17","7","14","34.52","7"
"2026-07-11","18","7","14","43.23","9"
"2026-07-11","19","7","11","38.92","6"
"2026-07-11","20","7","6","38.33","5"
"2026-07-11","21","7","6","47.43","4"
"2026-07-11","22","7","5","35.51","4"
"2026-07-11","23","7","2","61.55","2"
"2026-07-12","0","1","3","56.86","3"
"2026-07-12","1","1","1","37.76","1"
"2026-07-12","2","1","1","26.58","1"
"2026-07-12","3","1","1","22.16","1"
"2026-07-12","4","1","2","20.30","2"
"2026-07-12","5","1","1","17.43","1"
"2026-07-12","6","1","1","55.09","1"
"2026-07-12","7","1","9","40.07","4"
"2026-07-12","8","1","12","45.40","8"
"2026-07-12","9","1","12","43.17","7"
"2026-07-12","10","1","6","32.33","5"
"2026-07-12","11","1","4","42.58","3"
"2026-07-12","12","1","3","20.74","3"
"2026-07-12","13","1","3","37.53","3"
"2026-07-12","14","1","6","44.90","5"
"2026-07-12","15","1","4","40.35","4"
"2026-07-12","16","1","4","32.41","4"
"2026-07-12","17","1","12","36.68","7"
"2026-07-12","18","1","9","37.63","7"
"2026-07-12","19","1","11","40.86","6"
"2026-07-12","20","1","3","38.83","3"
"2026-07-12","21","1","5","42.93","5"
"2026-07-12","22","1","5","43.51","5"
"2026-07-12","23","1","2","36.42","2"
"2026-07-13","0","2","3","45.96","3"
"2026-07-13","1","2","4","57.07","3"
"2026-07-13","2","2","3","49.11","2"
"2026-07-13","3","2","4","52.80","4"
"2026-07-13","4","2","2","29.28","2"
"2026-07-13","5","2","2","43.22","2"
"2026-07-13","6","2","4","51.93","4"
"2026-07-13","7","2","15","38.68","10"
"2026-07-13","8","2","13","43.49","7"
"2026-07-13","9","2","15","38.50","9"
"2026-07-13","10","2","9","47.95","6"
"2026-07-13","11","2","9","37.96","5"
"2026-07-13","12","2","9","40.91","7"
"2026-07-13","13","2","9","45.19","5"
"2026-07-13","14","2","7","31.73","6"
"2026-07-13","15","2","8","41.46","6"
"2026-07-13","16","2","8","49.99","7"
"2026-07-13","17","2","15","53.30","9"
"2026-07-13","18","2","13","41.07","9"
"2026-07-13","19","2","11","34.95","6"
"2026-07-13","20","2","9","43.55","7"
"2026-07-13","21","2","7","37.06","5"
"2026-07-13","22","2","7","45.15","6"
"2026-07-13","23","2","4","28.45","4"
"2026-07-14","0","3","3","60.71","3"
"2026-07-14","1","3","3","38.43","2"
"2026-07-14","2","3","3","36.44","3"
"2026-07-14","3","3","3","43.48","3"
"2026-07-14","4","3","3","36.53","3"
"2026-07-14","5","3","3","68.20","3"
"2026-07-14","6","3","4","49.51","4"
"2026-07-14","7","3","14","44.61","8"
"2026-07-14","8","3","15","39.96","9"
"2026-07-14","9","3","14","51.63","9"
"2026-07-14","10","3","7","39.27","7"
"2026-07-14","11","3","10","35.56","7"
"2026-07-14","12","3","11","33.68","8"
"2026-07-14","13","3","10","48.59","6"
"2026-07-14","14","3","10","42.24","6"
"2026-07-14","15","3","8","45.29","7"
"2026-07-14","16","3","9","33.36","7"
"2026-07-14","17","3","13","43.63","8"
"2026-07-14","18","3","15","35.37","8"
"2026-07-14","19","3","14","32.12","7"
"2026-07-14","20","3","10","36.12","5"
"2026-07-14","21","3","9","43.84","6"
"2026-07-14","22","3","11","48.66","8"
"2026-07-14","23","3","2","26.52","2"
"2026-07-15","0","4","3","39.47","2"
"2026-07-15","1","4","3","56.78","3"
"2026-07-15","2","4","4","52.78","4"
"2026-07-15","3","4","3","32.68","3"
"2026-07-15","4","4","3","47.99","3"
"2026-07-15","5","4","4","55.32","3"
"2026-07-15","6","4","3","62.11","3"
"2026-07-15","7","4","12","30.16","8"
"2026-07-15","8","4","15","50.24","11"
"2026-07-15","9","4","13","39.27","8"
"2026-07-15","10","4","11","46.68","7"
"2026-07-15","11","4","7","44.12","6"
"2026-07-15","12","4","10","51.40","6"
"2026-07-15","13","4","9","48.24","7"
"2026-07-15","14","4","10","32.31","7"
"2026-07-15","15","4","9","43.14","6"
"2026-07-15","16","4","11","37.01","8"
"2026-07-15","17","4","14","41.82","9"
"2026-07-15","18","4","13","43.60","8"
"2026-07-15","19","4","13","40.93","10"
"2026-07-15","20","4","9","41.40","6"
"2026-07-15","21","4","11","36.67","6"
"2026-07-15","22","4","7","43.01","6"
"2026-07-15","23","4","2","55.01","2"
"2026-07-16","0","5","2","25.33","2"
"2026-07-16","1","5","1","63.05","1"
"2026-07-16","2","5","3","28.00","3"
"2026-07-16","3","5","2","37.85","1"
"2026-07-16","4","5","3","38.70","3"
"2026-07-16","5","5","4","38.12","3"
"2026-07-16","6","5","3","60.30","2"
"2026-07-16","7","5","11","41.70","6"
"2026-07-16","8","5","13","41.50","9"
"2026-07-16","9","5","14","41.34","9"
"2026-07-16","10","5","6","24.73","6"
"2026-07-16","11","5","8","58.49","5"
"2026-07-16","12","5","9","46.44","7"
"2026-07-16","13","5","8","41.51","6"
"2026-07-16","14","5","9","38.01","6"
"2026-07-16","15","5","8","47.64","7"
"2026-07-16","16","5","9","36.01","4"
"2026-07-16","17","5","13","50.00","9"
"2026-07-16","18","5","14","34.16","8"
"2026-07-16","19","5","13","46.52","8"
"2026-07-16","20","5","6","49.42","4"
"2026-07-16","21","5","7","33.58","5"
"2026-07-16","22","5","6","30.63","6"
"2026-07-16","23","5","3","44.84","3"
"2026-07-17","0","6","1","30.59","1"
"2026-07-17","1","6","3","41.29","2"
"2026-07-17","2","6","2","39.89","2"
"2026-07-17","3","6","4","49.41","3"
"2026-07-17","4","6","2","39.16","2"
"2026-07-17","5","6","3","31.75","3"
"2026-07-17","6","6","3","26.64","3"
"2026-07-17","7","6","13","41.51","6"
"2026-07-17","8","6","13","38.00","9"
"2026-07-17","9","6","15","41.28","10"
"2026-07-17","10","6","9","43.92","6"
"2026-07-17","11","6","7","36.53","6"
"2026-07-17","12","6","8","54.34","6"
"2026-07-17","13","6","6","45.34","4"
"2026-07-17","14","6","7","31.89","6"
"2026-07-17","15","6","8","44.49","6"
"2026-07-17","16","6","8","35.89","5"
"2026-07-17","17","6","14","37.04","9"
"2026-07-17","18","6","14","38.96","8"
"2026-07-17","19","6","12","34.56","9"
"2026-07-17","20","6","8","30.80","7"
"2026-07-17","21","6","9","37.25","7"
"2026-07-17","22","6","9","53.51","7"
"2026-07-17","23","6","3","49.84","2"
"2026-07-18","0","7","1","50.11","1"
"2026-07-18","1","7","1","90.50","1"
"2026-07-18","2","7","1","48.06","1"
"2026-07-18","3","7","1","54.78","1"
"2026-07-18","5","7","1","57.45","1"
"2026-07-18","6","7","2","55.36","2"
"2026-07-18","7","7","10","35.88","6"
"2026-07-18","8","7","13","48.40","7"
"2026-07-18","9","7","14","39.10","8"
"2026-07-18","10","7","5","44.45","4"
"2026-07-18","11","7","6","30.89","5"
"2026-07-18","12","7","4","27.97","4"
"2026-07-18","13","7","5","40.53","5"
"2026-07-18","14","7","4","37.88","4"
"2026-07-18","15","7","5","52.56","5"
"2026-07-18","16","7","5","48.76","4"
"2026-07-18","17","7","10","39.66","7"
"2026-07-18","18","7","12","43.85","9"
"2026-07-18","19","7","14","40.14","9"
"2026-07-18","20","7","4","44.37","4"
"2026-07-18","21","7","5","48.41","4"
"2026-07-18","22","7","5","41.17","3"
"2026-07-18","23","7","1","66.38","1"
"2026-07-19","0","1","3","32.58","2"
"2026-07-19","1","1","3","24.94","2"
"2026-07-19","2","1","2","39.91","2"
"2026-07-19","3","1","2","41.08","2"
"2026-07-19","4","1","1","37.38","1"
"2026-07-19","5","1","1","42.56","1"
"2026-07-19","6","1","2","28.75","2"
"2026-07-19","7","1","11","51.64","7"
"2026-07-19","8","1","13","46.88","8"
"2026-07-19","9","1","14","53.45","9"
"2026-07-19","10","1","4","66.14","3"
"2026-07-19","11","1","7","34.86","4"
"2026-07-19","12","1","6","41.45","5"
"2026-07-19","13","1","6","45.94","5"
"2026-07-19","14","1","7","32.45","5"
"2026-07-19","15","1","8","48.85","4"
"2026-07-19","16","1","7","36.74","6"
"2026-07-19","17","1","10","31.27","7"
"2026-07-19","18","1","14","36.16","7"
"2026-07-19","19","1","14","38.88","8"
"2026-07-19","20","1","7","40.39","6"
"2026-07-19","21","1","6","49.23","6"
"2026-07-19","22","1","6","56.64","3"
"2026-07-19","23","1","3","47.95","2"
"2026-07-20","0","2","4","53.69","4"
"2026-07-20","1","2","5","46.03","4"
"2026-07-20","2","2","5","34.60","5"
"2026-07-20","3","2","5","50.66","4"
"2026-07-20","4","2","5","34.35","5"
"2026-07-20","5","2","2","42.37","1"
"2026-07-20","6","2","4","37.11","4"
"2026-07-20","7","2","12","45.73","7"
"2026-07-20","8","2","13","52.23","8"
"2026-07-20","9","2","15","43.67","9"
"2026-07-20","10","2","12","42.93","7"
"2026-07-20","11","2","11","39.06","7"
"2026-07-20","12","2","10","34.82","6"
"2026-07-20","13","2","12","45.05","7"
"2026-07-20","14","2","12","43.72","8"
"2026-07-20","15","2","12","43.74","8"
"2026-07-20","16","2","11","40.80","7"
"2026-07-20","17","2","14","45.38","8"
"2026-07-20","18","2","15","39.28","7"
"2026-07-20","19","2","12","41.94","7"
"2026-07-20","20","2","13","38.31","10"
"2026-07-20","21","2","13","41.62","8"
"2026-07-20","22","2","11","44.64","7"
"2026-07-20","23","2","5","41.39","3"
"2026-07-21","0","3","4","49.11","3"
"2026-07-21","1","3","4","28.44","4"
"2026-07-21","2","3","4","55.18","3"
"2026-07-21","3","3","2","47.14","2"
"2026-07-21","4","3","3","38.48","2"
"2026-07-21","5","3","4","52.30","4"
"2026-07-21","6","3","4","42.56","3"
"2026-07-21","7","3","13","30.14","8"
"2026-07-21","8","3","12","41.11","7"
"2026-07-21","9","3","12","39.88","7"
"2026-07-21","10","3","10","43.53","9"
"2026-07-21","11","3","10","45.53","7"
"2026-07-21","12","3","7","47.40","4"
"2026-07-21","13","3","10","46.18","6"
"2026-07-21","14","3","11","36.18","7"
"2026-07-21","15","3","9","39.98","7"
"2026-07-21","16","3","8","31.35","5"
"2026-07-21","17","3","12","41.85","8"
"2026-07-21","18","3","12","42.35","8"
"2026-07-21","19","3","12","49.77","9"
"2026-07-21","20","3","10","41.22","8"
"2026-07-21","21","3","11","41.07","7"
"2026-07-21","22","3","10","44.44","6"
"2026-07-21","23","3","3","31.80","3"
"2026-07-22","0","4","1","46.85","1"
"2026-07-22","1","4","2","45.35","1"
"2026-07-22","2","4","3","47.40","3"
"2026-07-22","3","4","3","57.51","3"
"2026-07-22","4","4","2","46.07","2"
"2026-07-22","5","4","3","45.62","3"
"2026-07-22","6","4","4","51.82","4"
"2026-07-22","7","4","15","39.20","8"
"2026-07-22","8","4","15","41.57","9"
"2026-07-22","9","4","13","36.85","9"
"2026-07-22","10","4","8","28.84","7"
"2026-07-22","11","4","8","40.65","7"
"2026-07-22","12","4","7","48.28","6"
"2026-07-22","13","4","8","29.37","5"
"2026-07-22","14","4","6","49.99","3"
"2026-07-22","15","4","8","39.41","5"
"2026-07-22","16","4","7","43.23","4"
"2026-07-22","17","4","14","33.42","8"
"2026-07-22","18","4","12","40.30","10"
"2026-07-22","19","4","13","33.67","8"
"2026-07-22","20","4","9","38.99","5"
"2026-07-22","21","4","8","48.96","7"
"2026-07-22","22","4","8","43.76","5"
"2026-07-22","23","4","3","21.59","3"
"2026-07-23","0","5","2","50.78","2"
"2026-07-23","1","5","3","45.47","2"
"2026-07-23","2","5","2","24.71","2"
"2026-07-23","3","5","1","19.69","1"
"2026-07-23","4","5","4","37.13","4"
"2026-07-23","5","5","3","50.62","3"
"2026-07-23","6","5","3","59.59","3"
"2026-07-23","7","5","11","43.60","10"
"2026-07-23","8","5","11","30.62","9"
"2026-07-23","9","5","15","40.95","10"
"2026-07-23","10","5","8","45.31","7"
"2026-07-23","11","5","9","62.82","7"
"2026-07-23","12","5","6","41.71","4"
"2026-07-23","13","5","8","41.01","6"
"2026-07-23","14","5","8","44.52","8"
"2026-07-23","15","5","6","37.56","6"
"2026-07-23","16","5","7","30.64","5"
"2026-07-23","17","5","15","37.92","8"
"2026-07-23","18","5","12","41.07","9"
"2026-07-23","19","5","12","41.87","9"
"2026-07-23","20","5","7","44.91","6"
"2026-07-23","21","5","7","49.18","5"
"2026-07-23","22","5","10","50.22","7"
"2026-07-23","23","5","3","43.04","3"
"2026-07-24","0","6","5","38.18","5"
"2026-07-24","1","6","4","46.54","4"
"2026-07-24","2","6","4","23.28","4"
"2026-07-24","3","6","3","45.49","2"
"2026-07-24","4","6","4","36.13","4"
"2026-07-24","5","6","4","61.35","4"
"2026-07-24","6","6","3","32.97","3"
"2026-07-24","7","6","12","37.43","9"
"2026-07-24","8","6","13","45.35","8"
"2026-07-24","9","6","13","40.05","8"
"2026-07-24","10","6","10","38.49","7"
"2026-07-24","11","6","10","34.16","6"
"2026-07-24","12","6","9","34.97","9"
"2026-07-24","13","6","11","47.19","5"
"2026-07-24","14","6","10","45.73","6"
"2026-07-24","15","6","9","51.42","7"
"2026-07-24","16","6","8","45.28","5"
"2026-07-24","17","6","15","32.49","8"
"2026-07-24","18","6","15","48.76","10"
"2026-07-24","19","6","12","41.73","7"
"2026-07-24","20","6","10","43.19","8"
"2026-07-24","21","6","11","39.27","9"
"2026-07-24","22","6","11","34.45","7"
"2026-07-24","23","6","4","29.95","4"
"2026-07-25","0","7","2","33.54","2"
"2026-07-25","1","7","2","39.25","2"
"2026-07-25","2","7","2","53.80","2"
"2026-07-25","3","7","1","24.33","1"
"2026-07-25","4","7","1","50.88","1"
"2026-07-25","5","7","2","64.23","2"
"2026-07-25","6","7","2","57.72","2"
"2026-07-25","7","7","13","35.25","10"
"2026-07-25","8","7","13","37.46","8"
"2026-07-25","9","7","13","36.59","6"
"2026-07-25","10","7","6","41.22","3"
"2026-07-25","11","7","5","49.90","4"
"2026-07-25","12","7","6","35.83","6"
"2026-07-25","13","7","6","39.88","4"
"2026-07-25","14","7","5","35.60","4"
"2026-07-25","15","7","5","40.36","3"
"2026-07-25","16","7","5","49.67","4"
"2026-07-25","17","7","13","45.84","7"
"2026-07-25","18","7","13","41.09","8"
"2026-07-25","19","7","14","30.01","8"
"2026-07-25","20","7","6","38.00","6"
"2026-07-25","21","7","5","41.19","4"
"2026-07-25","22","7","5","41.79","5"
"2026-07-25","23","7","3","56.39","3"
"2026-07-26","0","1","1","29.07","1"
"2026-07-26","1","1","2","35.01","2"
"2026-07-26","2","1","2","54.33","2"
"2026-07-26","3","1","3","45.31","3"
"2026-07-26","5","1","1","22.02","1"
"2026-07-26","6","1","2","63.34","2"
"2026-07-26","7","1","13","32.07","7"
"2026-07-26","8","1","12","41.56","8"
"2026-07-26","9","1","11","45.65","7"
"2026-07-26","10","1","5","36.25","5"
"2026-07-26","11","1","5","43.58","4"
